ticket_id,created_at,resolved_at,resolution_hours,description
TICK-00118,10/1/24 11:51,59:50.6,9.147397844884146,"""I am trying to connect our CRM system with your software using the API, but I keep getting an error message whenever I try to send data over. I've double-checked the API key and endpoint URL, but I can't seem to get it to work. Can you please help me troubleshoot this integration issue?"""
TICK-00406,10/1/24 12:20,36:47.5,8.279857383461898,"""My app is taking forever to load and it's really slowing down my workflow. I've tried refreshing the page and restarting my device, but it's still extremely slow. Can you please help me figure out what's causing this issue and how it can be resolved?"""
TICK-02958,10/1/24 12:33,13:58.1,7.682807895,"""I recently upgraded my plan to the premium tier, but I was still charged for the basic plan this month. Can you please look into this and adjust the billing to reflect the upgrade? I would also like to confirm that the premium features are now activated on my account. Thank you."""
TICK-04791,10/1/24 12:44,12:08.9,9.469152564,"""Our website is taking forever to load, and it's really slowing down our productivity. We've tried accessing it from different devices and locations, but the issue persists. Can you please look into this and help us figure out what's causing the slow loading times?"""
TICK-02778,10/1/24 12:56,57:50.2,22.030615796457795,"""I'm having trouble figuring out how to use the new collaboration feature in the app. Can you provide some guidance on how to set it up and start using it with my team? I want to make sure we're using it to its full potential."""
TICK-00547,10/1/24 13:23,27:41.4,21.07817433350263,"I purchased a product from your website a few days ago, but I haven't received any confirmation email or shipping updates. I want to make sure that my order went through properly and find out when I can expect to receive it. Thank you for your help."
TICK-04385,10/1/24 13:43,02:30.3,5.325088334789887,"""I noticed a discrepancy in my recent bill and I believe I was overcharged for my subscription. Can someone please review my account and help me resolve this issue? I would like to ensure that my billing is accurate and that I am only being charged for the services I am using."""
TICK-04114,10/1/24 14:25,21:43.6,22.945432452495766,"Ticket: 
Hello, I'm having trouble figuring out how to use the new scheduling feature on the app. I've tried accessing it from different sections of the app but can't seem to find it. Can you please provide some guidance on where to find and how to use this new feature? Thank you!"
TICK-04337,10/1/24 16:39,54:02.4,9.250678454836219,"""I was charged for an upgrade to my service plan, but I haven't seen the change reflected in my account yet. I received a confirmation email for the payment, so I'm not sure why it hasn't gone through. Can you please check into this and let me know what's going on?"""
TICK-03267,10/1/24 16:42,09:39.4,14.46095544,"""I'm trying to set up the integration between our CRM system and your platform, but I'm encountering some errors when I test the API. Is there a guide or documentation available to help troubleshoot these issues? I want to ensure that the data transfer is smooth and seamless for our team."""
TICK-00648,10/2/24 0:02,33:43.0,20.528613784058777,"""I am having trouble setting up the connection between our CRM system and the new email marketing tool we're trying to integrate. I keep getting an error message when I try to sync the data, and I'm not sure what's causing it. Can you please help me troubleshoot this integration issue and get our systems talking to each other smoothly?"""
TICK-00338,10/2/24 3:14,58:18.3,9.738414425622068,"""I was charged for my subscription renewal, but I cancelled it last month. I would like a refund for the mistaken charge. Thank you."""
TICK-00170,10/2/24 3:44,54:06.0,52.16834472130298,"""I'm having trouble accessing certain parts of the platform and keep getting an error message. I've tried refreshing the page and clearing my browser cache, but the issue persists. Can you please help me troubleshoot this problem?"""
TICK-01016,10/2/24 5:40,59:20.1,16.32223672,"""I'm trying to set up the integration between our CRM and the new marketing platform, but I keep getting an error message when I try to connect the two systems. I've double-checked the API keys and credentials, but it's still not working. Can you help me troubleshoot this issue and get the integration up and running smoothly?"""
TICK-01408,10/2/24 5:55,25:17.7,9.504913653382236,"""I recently upgraded my plan to a higher tier, but I didn't see the expected changes reflected in my account. I'd like to confirm that the upgrade went through successfully and ensure that I'm receiving the additional features and benefits as soon as possible. Thank you for your help in resolving this matter."""
TICK-04479,10/2/24 8:10,44:02.0,4.567229438675199,"""I recently upgraded my plan to include additional features, but I'm still being billed at the old rate. Can you please look into this and ensure that my billing is updated to reflect the new plan? Thank you."""
